"dtc","modelType","factory","serialStart","serialEnd","ecu","compFull","standard","event","symptom","condition","preDtc","causes","actions","mode"
"B111800","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","일반 용도 장비 컨트롤 유닛 3(GPMCU3), ID 회로","ISO 14229 / SAE J1939","추가 정보 없음","B111800 일반 용도 장비 컨트롤 유닛 3(GPMCU3), ID 회로 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P10C787","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","TECU BB1 버스 진단","ISO 14229 / SAE J1939","메시지 누락","P10C787 TECU BB1 버스 진단 메시지 누락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P02E613","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","디젤 흡기 흐름 위치 센서","ISO 14229 / SAE J1939","회로 단선","PID 51-5","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"C103A11","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","로드 보정 밸브 경고","ISO 14229 / SAE J1939","회로의 접지 단락","C103A11 로드 보정 밸브 경고 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B113819","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","전륜 보조 후진 밸브 솔레노이드 회로","ISO 14229 / SAE J1939","회로 전류 임계값 초과","B113819 전륜 보조 후진 밸브 솔레노이드 회로 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B113A18","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","우측 구동 모터 전륜 1차 차축 솔레노이드 밸브","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B113A18 우측 구동 모터 전륜 1차 차축 솔레노이드 밸브 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P11E588","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","트랜스미션 ECU","GPMECU3 TECU CAN 서브넷","ISO 14229 / SAE J1939","버스 오프","P11E588 GPMECU3 TECU CAN 서브넷 버스 오프","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P11F122","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","트랜스미션 ECU","정역학 모터 2, 속도 센서","ISO 14229 / SAE J1939","신호 진폭 최대값 초과","P11F122 정역학 모터 2, 속도 센서 신호 진폭 최대값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B102511","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","펌프 1 PPRV","ISO 14229 / SAE J1939","회로의 접지 단락","B102511 펌프 1 PPRV 회로의 접지 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B109D12","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 1","스윙 유량 컨트롤 밸브","ISO 14229 / SAE J1939","회로의 전원 단락","B109D12 스윙 유량 컨트롤 밸브 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P111900","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","흡기 다기관 온도 다소 많이 높음","ISO 14229 / SAE J1939","추가 정보 없음","SE2507-0","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P113413","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","배기 후처리 연료 공기 퍼지 밸브","ISO 14229 / SAE J1939","회로 단선","MA2521-5","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P029900","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","터보차저/수퍼차저 언더부스트","ISO 14229 / SAE J1939","추가 정보 없음","EF2105-1","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P047012","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","배기 압력 센서 ""A""","ISO 14229 / SAE J1939","회로의 전원 단락","P047012 배기 압력 센서 ""A"" 회로의 전원 단락","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P245500","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","후처리 1 디젤 미립자 필터 차동 압력 회로 높음","ISO 14229 / SAE J1939","추가 정보 없음","P245500 후처리 1 디젤 미립자 필터 차동 압력 회로 높음 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P034138","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","캠샤프트 위치 센서 A 회로 범위/성능","ISO 14229 / SAE J1939","신호 주파수 잘못됨","P034138 캠샤프트 위치 센서 A 회로 범위/성능 신호 주파수 잘못됨","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P01001F","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","중량 또는 체적 공기 흐름 센서 ""A""","ISO 14229 / SAE J1939","회로 간헐성","P01001F 중량 또는 체적 공기 흐름 센서 ""A"" 회로 간헐성","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"U100200","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","GPMECU_3 GPMECU_2 BB2 버스 진단","ISO 14229 / SAE J1939","추가 정보 없음","U100200 GPMECU_3 GPMECU_2 BB2 버스 진단 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P10079A","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","하이브리드/EV 배터리 팩 셀 전압 ""A""","ISO 14229 / SAE J1939","구성품 또는 시스템 작동 조건","P10079A 하이브리드/EV 배터리 팩 셀 전압 ""A"" 구성품 또는 시스템 작동 조건","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P100A49","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","하이브리드/EV BMU 하드웨어 ""A""","ISO 14229 / SAE J1939","내부 전자 장비 오류","P100A49 하이브리드/EV BMU 하드웨어 ""A"" 내부 전자 장비 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P101C82","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","하이브리드/EV BMU 하드웨어 ""B""","ISO 14229 / SAE J1939","얼라이브/연속 카운터 잘못됨/업데이트 안됨","P101C82 하이브리드/EV BMU 하드웨어 ""B"" 얼라이브/연속 카운터 잘못됨/업데이트 안됨","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"C100713","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 2","센서 공급 1","ISO 14229 / SAE J1939","회로 단선","C100713 센서 공급 1 회로 단선","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P106D00","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 3","차동 잠금장치 논리적 진단","ISO 14229 / SAE J1939","추가 정보 없음","P106D00 차동 잠금장치 논리적 진단 추가 정보 없음","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P20A613","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","환원제 인젝션 공기 압력 컨트롤 밸브 컨트롤","ISO 14229 / SAE J1939","회로 단선","MA2518-5","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B152516","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","실내 공조 컨트롤 모듈","에어컨 냉각제, 고압측, 센서 회로","ISO 14229 / SAE J1939","회로 전압 임계값 미만","B152516 에어컨 냉각제, 고압측, 센서 회로 회로 전압 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P20E997","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","환원제 압력 너무 높음","ISO 14229 / SAE J1939","구성부품 또는 시스템 작동 방해 또는 차단","SE2539-13","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P245211","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","후처리 컨트롤 모듈","미립자 필터 압력 센서 ""A""","ISO 14229 / SAE J1939","회로의 접지 단락","SPN 3251-FMI4","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B11D219","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","일반 용도 장비의 전자 컨트롤 유닛 2","Right Screed Extension, Heating Bar Circuit","ISO 14229 / SAE J1939","회로 전류 임계값 초과","B11D219 Right Screed Extension, Heating Bar Circuit 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P018501","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","엔진 컨트롤 모듈","연료 온도 센서 ""B""","ISO 14229 / SAE J1939","일반적 전기적 오류","P018501 연료 온도 센서 ""B"" 일반적 전기적 오류","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B100419","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","X3 우측 비율 컨트롤 밸브","ISO 14229 / SAE J1939","회로 전류 임계값 초과","B100419 X3 우측 비율 컨트롤 밸브 회로 전류 임계값 초과","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"B107118","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 1","전기 유압 비례 제어 밸브, 버킷 아웃","ISO 14229 / SAE J1939","회로 전류 임계값 미만","B107118 전기 유압 비례 제어 밸브, 버킷 아웃 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
"P101418","볼보 굴삭기 (Volvo Excavator)","창원 / 한국","0","999999","소형 일반 용도 장비의 전자 컨트롤 유닛 2","하이브리드/EV 비상 스위치","ISO 14229 / SAE J1939","회로 전류 임계값 미만","P101418 하이브리드/EV 비상 스위치 회로 전류 임계값 미만","시동 ON 또는 장비 운용 중","없음","센서/액추에이터 이상, 배선 단선/단락, 커넥터 접촉 불량","관련 하네스/배선 점검, 커넥터 체결 상태 확인, 부품 점검 및 교환","overwrite"
